archivo;titulo;actual;estado;nuevo_modulo;nuevo_submodulo;nuevo_subtopic;motivo
planificacion/7-datos-de-planificacion.md;Datos de planificación;Planificación > Vacaciones y ausencias;MAPEADO;Trabajadores;Listado;;administrador/trabajadores/listado-de-trabajadores/editar-perfil-de-trabajador/1-general-perfil-del-trabajador
planificacion/7-panel-de-herramientas.md;Panel de herramientas;Planificación > Turnos y patrones;MAPEADO;Planificación;Tipos de turnos, tipos de horas y Patrones;Patrones;administrador/planificador/patrones-de-turno/anadir-editar-patron-de-turnos
planificacion/8-auto-ofertar-horas.md;Auto-ofertar horas;Planificación > Vacaciones y ausencias;MAPEADO;Planificación Avanzada/Automática;Asistente de planificación automática;;planificacion-automatica
planificacion/8-borrar-el-dia-para-todos-los-visibles.md;Borrar el día para todos los visibles;Planificación > Vacaciones y ausencias;MAPEADO;Planificación;Cuadrantes;Cuadrante;administrador/cuadrante/cuadrante-cuadrante/menu-de-la-planificacion-del-dia
planificacion/8-cambios.md;Cambios en aTurnos;Planificación > Vacaciones y ausencias;MAPEADO;Planificación;Restricciones;;administrador/planificador/restricciones
planificacion/8-crear-patrones-de-turnos.md;Crear patrones de turnos;Planificación > Vacaciones y ausencias;SIN MAPEAR;Pendiente de revisión;;;Categoría legacy sin regla: administrador/administrar/importar-exportar/importar [administrador/administrar/importar-exportar/importar]
planificacion/8-enviar-cuadrante-por-email.md;Enviar cuadrante por Email;Planificación > Vacaciones y ausencias;MAPEADO;Planificación;Cuadrantes;Cuadrante;administrador/cuadrante/cuadrante-cuadrante/menu-trabajador
planificacion/8-esta-todo-configurado.md;¿Está todo configurado?;Planificación > Vacaciones y ausencias;MAPEADO;Tareas;Tareas;;modulo-de-tareas/validador-retail
planificacion/8-localizacion-turno.md;Localización turno;Planificación > Vacaciones y ausencias;MAPEADO;Planificación;Cuadrantes;Cuadrante;administrador/cuadrante/cuadrante-cuadrante/menu-de-la-operativa-de-turno
planificacion/8-tabla-de-cobertura-de-patron.md;Tabla de cobertura de patrón;Planificación > Vacaciones y ausencias;MAPEADO;Planificación;Tipos de turnos, tipos de horas y Patrones;Patrones;administrador/planificador/patrones-de-turno/anadir-editar-patron-de-turnos
planificacion/9-borrar.md;Borrar en aTurnos;Planificación > Turnos y patrones;MAPEADO;Planificación;Cuadrantes;Cuadrante;administrador/cuadrante/cuadrante-cuadrante/menu-de-la-operativa-de-turno
planificacion/9-cuadrante-anual.md;Cuadrante anual;Planificación > Vacaciones y ausencias;MAPEADO;Planificación;Cuadrantes;Cuadrante;administrador/cuadrante/cuadrante-cuadrante/menu-trabajador
planificacion/9-horas-en-los-equipos.md;Horas en los equipos;Planificación > Vacaciones y ausencias;MAPEADO;Trabajadores;Listado;;administrador/trabajadores/listado-de-trabajadores/editar-perfil-de-trabajador
planificacion/9-planificabilidad-disponibilidad.md;Planificabilidad & Disponibilidad;Planificación > Contratos;MAPEADO;Planificación Avanzada/Automática;Asistente de planificación automática;;planificacion-automatica
planificacion/a-accion-de-intercambio.md;Acción de intercambio;Planificación > Vacaciones y ausencias;MAPEADO;Trabajadores;Sustituciones;;administrador/trabajadores/sustituciones
planificacion/a-barra-superior-del-cuadrante.md;Barra superior del cuadrante;Planificación > Vacaciones y ausencias;MAPEADO;Planificación;Cuadrantes;Cuadrante;trabajador/2-cuadrante/2-1-cuadrante/a-barra-superior-del-cuadrante
planificacion/a-exportar-patrones-de-turno.md;Exportar patrones de turno;Planificación > Turnos y patrones;MAPEADO;Planificación;Tipos de turnos, tipos de horas y Patrones;Patrones;administrador/planificador/patrones-de-turno/exportar-patrones-de-turnos
planificacion/a-nueva-peticion.md;Nueva petición;Planificación > Vacaciones y ausencias;MAPEADO;Planificación;Peticiones;;administrador/cuadrante/peticiones-y-cambios/a-peticiones
planificacion/a-opciones-cuadrante.md;Opciones cuadrante;Planificación > Vacaciones y ausencias;MAPEADO;Planificación;Cuadrantes;Cuadrante;administrador/cuadrante/cuadrante-cuadrante/opciones-cuadrante
planificacion/a-temporales.md;Temporales;Planificación > Vacaciones y ausencias;MAPEADO;Registros;De Absentismos;;administrador/registro/absentismos
planificacion/a-turnos-2.md;Turnos en aTurnos;Planificación > Vacaciones y ausencias;MAPEADO;Reportes estadísticos;Por defecto;;administrador/estadisticas/estadisticas-por-defecto
planificacion/a-turnos.md;Turnos en aTurnos;Planificación > Vacaciones y ausencias;MAPEADO;Planificación;Tipos de turnos, tipos de horas y Patrones;Tipos de turno;administrador/planificador/tipos-de-turno
planificacion/aturnos-manual.md;aTurnos Manual;Planificación > Turnos y patrones;SIN MAPEAR;Pendiente de revisión;;;Sin categoría legacy (guía editorial, prueba o sin origen conocido)
planificacion/b-absentismos.md;Absentismos;Planificación > Roles y permisos;MAPEADO;Planificación;Tipos de turnos, tipos de horas y Patrones;Tipos de turno;administrador/planificador/tipos-de-turno
planificacion/b-accion-de-copiar-turnos.md;Acción de copiar turnos;Planificación > Vacaciones y ausencias;MAPEADO;Trabajadores;Sustituciones;;administrador/trabajadores/sustituciones
planificacion/b-barra-superior-del-cuadrante.md;Barra superior del cuadrante;Planificación > Vacaciones y ausencias;MAPEADO;Planificación;Cuadrantes;Cuadrante;administrador/cuadrante/cuadrante-cuadrante/barra-superior-del-cuadrante  (⚠ varias categorías: revisar)
planificacion/b-horas.md;Horas en aTurnos;Planificación > Vacaciones y ausencias;MAPEADO;Reportes estadísticos;Por defecto;;administrador/estadisticas/estadisticas-por-defecto
planificacion/b-info.md;info en aTurnos;Planificación > Vacaciones y ausencias;MAPEADO;Planificación;Cuadrantes;Cuadrante;administrador/cuadrante/cuadrante-cuadrante/menu-de-la-operativa-de-turno
planificacion/b-menu-de-acciones.md;Menú de acciones;Planificación > Vacaciones y ausencias;MAPEADO;Planificación;Cuadrantes;Por localización;administrador/cuadrante/cuadrante-por-localizaciones
planificacion/b-operativa-diaria-del-cuadrante.md;Operativa diaria del cuadrante;Planificación > Vacaciones y ausencias;MAPEADO;Planificación;Cuadrantes;Cuadrante;trabajador/2-cuadrante/2-1-cuadrante/b-operativa-diaria-del-cuadrante
planificacion/b-totales.md;Totales en aTurnos;Planificación > Vacaciones y ausencias;MAPEADO;Registros;De Absentismos;;administrador/registro/absentismos
planificacion/barra-superior-del-cuadrante.md;Barra superior del cuadrante;Planificación > General;SIN MAPEAR;Pendiente de revisión;;;Sin categoría legacy (guía editorial, prueba o sin origen conocido)
planificacion/c-accion-de-mover-turnos.md;Acción de mover turnos;Planificación > Vacaciones y ausencias;MAPEADO;Trabajadores;Sustituciones;;administrador/trabajadores/sustituciones
planificacion/c-exportar.md;Exportar;Planificación > Vacaciones y ausencias;SIN MAPEAR;Pendiente de revisión;;;Categoría legacy sin regla: administrador/administrar/importar-exportar/exportar [administrador/administrar/importar-exportar/exportar]
planificacion/c-festivos-nocturnidad.md;Festivos & Nocturnidad;Planificación > General;MAPEADO;Reportes estadísticos;Por defecto;;administrador/estadisticas/estadisticas-por-defecto
planificacion/c-jornadas-partidas.md;Jornadas partidas;Planificación > Vacaciones y ausencias;MAPEADO;Planificación;Tipos de turnos, tipos de horas y Patrones;Tipos de turno;administrador/planificador/tipos-de-turno
planificacion/c-privacidad.md;Privacidad;Planificación > Vacaciones y ausencias;MAPEADO;Configuración de Equipos;Privacidad;;administrador/administrar/ajustes/privacidad
planificacion/como-empezar-en-aturnos.md;Cómo empezar en aTurnos;Planificación > Vacaciones y ausencias;SIN MAPEAR;Pendiente de revisión;;;Sin categoría legacy (guía editorial, prueba o sin origen conocido)
planificacion/como-puedo-ver-el-cuadrante-de-mis-companeros.md;¿Cómo puedo ver el cuadrante de mis compañeros?;Planificación > Vacaciones y ausencias;SIN MAPEAR;Pendiente de revisión;;;Ya está en App móvil (posible duplicado) [app/preguntas-frecuentes]
planificacion/concepto-tipo-1-1-conceptos-relacionados-con-los-turnos.md;Concepto tipo 1.1: Conceptos relacionados con los turnos;Planificación > Vacaciones y ausencias;MAPEADO;Nóminas;Conceptos de nóminas;;administrador/administrar/exportacion-nominas/conceptos-de-nomina/conceptos-comunes-de-nomina
planificacion/conceptos-tipo-1-2-conceptos-asociados-a-horas.md;Conceptos tipo 1.2: Conceptos asociados a horas;Planificación > Vacaciones y ausencias;MAPEADO;Nóminas;Conceptos de nóminas;;administrador/administrar/exportacion-nominas/conceptos-de-nomina/conceptos-comunes-de-nomina
planificacion/conceptos-tipo-1-4-conceptos-asociados-a-las-jornadas.md;Conceptos tipo 1.4: Conceptos asociados a las jornadas;Planificación > Vacaciones y ausencias;MAPEADO;Nóminas;Conceptos de nóminas;;administrador/administrar/exportacion-nominas/conceptos-de-nomina/conceptos-comunes-de-nomina
planificacion/conceptos-tipo-2-horas-computadas-del-tipo-de-turno-seleccionado.md;Conceptos tipo 2: Horas computadas del tipo de turno seleccionado;Planificación > Roles y permisos;MAPEADO;Nóminas;Conceptos de nóminas;;administrador/administrar/exportacion-nominas/conceptos-de-nomina/conceptos-comunes-de-nomina
planificacion/conceptos-tipo-3-horas-planificadas-del-tipo-de-turno-seleccionado.md;Conceptos tipo 3: Horas planificadas del tipo de turno seleccionado;Planificación > General;MAPEADO;Nóminas;Conceptos de nóminas;;administrador/administrar/exportacion-nominas/conceptos-de-nomina/conceptos-comunes-de-nomina
planificacion/conceptos-tipo-4-conceptos-asociados-a-los-tipos-de-turnos.md;Conceptos tipo 4: Conceptos asociados a los tipos de turnos;Planificación > Roles y permisos;MAPEADO;Nóminas;Conceptos de nóminas;;administrador/administrar/exportacion-nominas/conceptos-de-nomina/conceptos-comunes-de-nomina
planificacion/conceptos-tipo-9-conceptos-asociados-a-las-jornadas-partidas.md;Conceptos tipo 9: Conceptos asociados a las jornadas partidas;Planificación > Altas y bajas;MAPEADO;Nóminas;Conceptos de nóminas;;mas-conceptos-comunes-de-nomina
planificacion/crear-y-editar-turnos-y-absentismos.md;Crear y editar turnos y absentismos;Planificación > Turnos y patrones;SIN MAPEAR;Pendiente de revisión;;;Ya está en App móvil (posible duplicado) [app/administrador-app]
planificacion/cuadrante-2.md;Cuadrante;Planificación > General;SIN MAPEAR;Pendiente de revisión;;;Sin categoría legacy (guía editorial, prueba o sin origen conocido)
planificacion/cuadrante.md;Cuadrante;Planificación > Vacaciones y ausencias;SIN MAPEAR;Pendiente de revisión;;;Ya está en App móvil (posible duplicado) [app/trabajador-app/3-cuadrante]
planificacion/e-franjas-horarias.md;Franjas horarias;Planificación > Vacaciones y ausencias;MAPEADO;Planificación;Tipos de turnos, tipos de horas y Patrones;Tipos de turno;administrador/planificador/tipos-de-turno
planificacion/estadisticas.md;Estadísticas;Planificación > Cuadrante;SIN MAPEAR;Pendiente de revisión;;;Ya está en App móvil (posible duplicado) [app/trabajador-app/5-estadisticas]
planificacion/f-absentismos.md;Absentismos;Planificación > Vacaciones y ausencias;MAPEADO;Reportes estadísticos;Por defecto;;administrador/estadisticas/estadisticas-por-defecto
planificacion/f-exportar-y-cambiar-orden.md;Exportar y cambiar orden;Planificación > Turnos y patrones;MAPEADO;Planificación;Tipos de turnos, tipos de horas y Patrones;Tipos de turno;administrador/planificador/tipos-de-turno
planificacion/f-tabla-de-cobertura.md;Tabla de Cobertura;Planificación > Cuadrante;MAPEADO;Planificación Avanzada/Automática;Tabla de cobertura;;administrador/cuadrante/cuadrante-cuadrante/tabla-de-cobertura
planificacion/funciones-principales.md;Funciones principales;Planificación > Turnos y patrones;SIN MAPEAR;Pendiente de revisión;;;Ya está en App móvil (posible duplicado) [app]
planificacion/g-historial-de-ofertas.md;Historial de ofertas;Planificación > Turnos y patrones;MAPEADO;Planificación;Ofertas de turnos;;administrador/cuadrante/peticiones-y-cambios/b-historico
planificacion/g-vacaciones.md;Vacaciones;Planificación > Contratos;MAPEADO;Reportes estadísticos;Por defecto;;administrador/estadisticas/estadisticas-por-defecto
planificacion/guia-de-tui.md;Guía de TUI;Planificación > Turnos y patrones;SIN MAPEAR;Pendiente de revisión;;;Sin categoría legacy (guía editorial, prueba o sin origen conocido)
planificacion/h-jornadas.md;Jornadas;Planificación > Vacaciones y ausencias;MAPEADO;Reportes estadísticos;Por defecto;;administrador/estadisticas/estadisticas-por-defecto
planificacion/h-notificaciones.md;Notificaciones;Planificación > Vacaciones y ausencias;MAPEADO;Configuración de Equipos;Notificaciones;;administrador/administrar/ajustes/notificaciones
planificacion/revisar-cuadrante-y-anadir-modificar-eliminar-turnos.md;Revisar cuadrante y añadir/modificar/eliminar turnos;Planificación > Vacaciones y ausencias;SIN MAPEAR;Pendiente de revisión;;;Ya está en App móvil (posible duplicado) [app/administrador-app]
planificacion/sanidad.md;Sanidad en aTurnos;Planificación > Turnos y patrones;SIN MAPEAR;Pendiente de revisión;;;Sin categoría legacy (guía editorial, prueba o sin origen conocido)
planificacion/turnos.md;Turnos en aTurnos;Planificación > General;SIN MAPEAR;Pendiente de revisión;;;Sin categoría legacy (guía editorial, prueba o sin origen conocido)
pruebas/elemento-de-pruebas.md;Elemento de pruebas;Pruebas > General;MAPEADO;Nóminas;Conceptos de nóminas;;administrador/administrar/exportacion-nominas/conceptos-de-nomina/2-3-conceptos-de-comparacion
recursos-y-partes/12-modificar-horas.md;Modificar horas;Recursos y partes > General;MAPEADO;Planificación;Cuadrantes;Cuadrante;administrador/cuadrante/cuadrante-cuadrante/menu-de-la-operativa-de-turno
recursos-y-partes/13-alertas-por-localizacion.md;Alertas por localización;Recursos y partes > General;MAPEADO;Gestión de RR.HH.;Control horario de equipos;;control-horario/rrhh-control-horario/9-control-legal
recursos-y-partes/13-crear-localizaciones-y-localizaciones-padres.md;Crear localizaciones y localizaciones padres;Recursos y partes > General;SIN MAPEAR;Pendiente de revisión;;;Categoría legacy sin regla: administrador/administrar/importar-exportar/importar [administrador/administrar/importar-exportar/importar]
recursos-y-partes/13-modifica-las-localizaciones.md;Modifica las localizaciones;Recursos y partes > Vacaciones y ausencias;MAPEADO;Planificación;Cuadrantes;Cuadrante;administrador/cuadrante/cuadrante-cuadrante/menu-trabajador
recursos-y-partes/14-localizacion-por-defecto.md;Localización por defecto;Recursos y partes > Vacaciones y ausencias;MAPEADO;Planificación;Cuadrantes;Cuadrante;administrador/cuadrante/cuadrante-cuadrante/menu-trabajador
recursos-y-partes/18-importacion-recursos.md;Importación recursos;Recursos y partes > General;SIN MAPEAR;Pendiente de revisión;;;Categoría legacy sin regla: administrador/administrar/importar-exportar/importar [administrador/administrar/importar-exportar/importar]
recursos-y-partes/2-3-conceptos-comparacion.md;Conceptos comparación;Recursos y partes > General;MAPEADO;Nóminas;Conceptos de nóminas;;administrador/administrar/exportacion-nominas/conceptos-de-nomina/2-3-conceptos-de-comparacion
recursos-y-partes/4-5-localizaciones.md;Localizaciones;Recursos y partes > General;MAPEADO;Reportes estadísticos;Por defecto;;trabajador/4-estadisticas
recursos-y-partes/4-8-alertas-por-localizacion.md;Alertas por localización;Recursos y partes > General;MAPEADO;Control horario;Informes del control horario;;control-horario/control-de-presencia-administrador/estadisticas-control-de-presencia
recursos-y-partes/5-1-cuadrante-por-localizaciones.md;Cuadrante por localizaciones;Recursos y partes > Usuarios y perfiles;MAPEADO;Gestión de RR.HH.;Planificación de equipos;;rrhh/rrhh-planificacion/cuadrante-por-localizaciones-rrhh
recursos-y-partes/6-2-reporte-de-localizaciones.md;Reporte de localizaciones;Recursos y partes > Usuarios y perfiles;MAPEADO;Reportes estadísticos;Por defecto;;administrador/estadisticas
recursos-y-partes/6-5-tootilp-del-trabajador.md;Tootilp del trabajador;Recursos y partes > General;MAPEADO;Reportes estadísticos;Por defecto;;administrador/estadisticas
recursos-y-partes/7-6-localizaciones.md;Localizaciones;Recursos y partes > Contratos;MAPEADO;Planificación Avanzada/Automática;Tabla de cobertura;;administrador/cuadrante/cuadrante-cuadrante/tabla-de-cobertura
recursos-y-partes/7-modifica-las-localizaciones.md;Modifica las localizaciones;Recursos y partes > Altas y bajas;MAPEADO;Planificación;Cuadrantes;Cuadrante;administrador/cuadrante/cuadrante-cuadrante/menu-de-la-planificacion-del-dia
recursos-y-partes/9-sobre-las-localizaciones.md;Sobre las localizaciones;Recursos y partes > Vacaciones y ausencias;MAPEADO;Planificación;Restricciones;;administrador/planificador/restricciones
recursos-y-partes/a-cuadrante-por-localizaciones.md;Cuadrante por localizaciones;Recursos y partes > Vacaciones y ausencias;MAPEADO;Planificación;Cuadrantes;Por localización;administrador/cuadrante/cuadrante-por-localizaciones
recursos-y-partes/como-crear-un-parte-de-trabajo.md;¿Cómo crear un parte de trabajo?;Recursos y partes > Usuarios y perfiles;SIN MAPEAR;Pendiente de revisión;;;Recursos y partes: no está en tu mapa [modulo-recursos/administradores-recursos]
recursos-y-partes/como-informan-los-administradores-los-recursos-a-los-trabajadores.md;¿Cómo informan los administradores los recursos a los trabajadores?;Recursos y partes > Vacaciones y ausencias;SIN MAPEAR;Pendiente de revisión;;;Recursos y partes: no está en tu mapa [modulo-recursos/administradores-recursos]
recursos-y-partes/como-informan-los-trabajadores-los-recursos.md;¿Cómo informan los trabajadores los recursos?;Recursos y partes > Vacaciones y ausencias;SIN MAPEAR;Pendiente de revisión;;;Recursos y partes: no está en tu mapa [modulo-recursos/trabajadores-recursos]
recursos-y-partes/conceptos-tipo-1-3-conceptos-asociados-a-los-dias.md;Conceptos tipo 1.3: Conceptos asociados a los días;Recursos y partes > General;MAPEADO;Nóminas;Conceptos de nóminas;;administrador/administrar/exportacion-nominas/conceptos-de-nomina/conceptos-comunes-de-nomina
recursos-y-partes/conceptos-tipo-8-conceptos-asociados-al-modulo-de-recursos.md;Conceptos tipo 8: Conceptos asociados al módulo de recursos;Recursos y partes > General;MAPEADO;Nóminas;Conceptos de nóminas;;administrador/administrar/exportacion-nominas/conceptos-de-nomina/8-conceptos-asociados-a-recursos  (⚠ varias categorías: revisar)
recursos-y-partes/configuracion-del-modulo-de-recursos.md;Configuración del Módulo de Recursos;Recursos y partes > Roles y permisos;SIN MAPEAR;Pendiente de revisión;;;Recursos y partes: no está en tu mapa [modulo-recursos/administradores-recursos]
recursos-y-partes/e-localizaciones.md;Localizaciones;Recursos y partes > Usuarios y perfiles;MAPEADO;Reportes estadísticos;Por defecto;;administrador/estadisticas/estadisticas-por-defecto
recursos-y-partes/estado-por-localizaciones.md;Estado por localizaciones;Recursos y partes > General;MAPEADO;Gestión de RR.HH.;Control horario de equipos;;control-horario/rrhh-control-horario/10-timecard
recursos-y-partes/resumen-de-los-recursos-validacion-exportacion-totales-alarmas.md;Resumen de los Recursos. Validación. Exportación. Totales. Alarmas;Recursos y partes > General;SIN MAPEAR;Pendiente de revisión;;;Recursos y partes: no está en tu mapa [modulo-recursos/administradores-recursos]
recursos-y-partes/timecard-por-localizacion.md;Timecard por localización;Recursos y partes > General;MAPEADO;Gestión de RR.HH.;Control horario de equipos;;control-horario/rrhh-control-horario/10-timecard
recursos-y-partes/tipos-de-recursos.md;Tipos de recursos;Recursos y partes > General;SIN MAPEAR;Pendiente de revisión;;;Recursos y partes: no está en tu mapa [modulo-recursos/administradores-recursos]
tareas/1-descripcion-y-consideraciones-previas.md;Descripción y consideraciones previas;Tareas > Vacaciones y ausencias;MAPEADO;Tareas;Tareas;;modulo-de-tareas/validador-retail
tareas/1-tiempo-real.md;Tiempo Real;Tareas > Usuarios y perfiles;MAPEADO;Tareas;Tareas;;modulo-de-tareas/administradores
tareas/11-como-se-llama-a-los-clientes.md;¿Cómo se llama a los clientes?;Tareas > General;MAPEADO;Tareas;Tareas;;modulo-de-tareas/validador-retail
tareas/12-tareas-canceladas.md;Tareas canceladas;Tareas > General;MAPEADO;Tareas;Tareas;;modulo-de-tareas/validador-retail
tareas/12-tareas.md;Tareas en aTurnos;Tareas > General;MAPEADO;Planificación;Restricciones;;administrador/planificador/restricciones
tareas/13-listado-de-tareas-informes.md;Listado de tareas. Informes;Tareas > Roles y permisos;MAPEADO;Tareas;Tareas;;modulo-de-tareas/validador-retail
tareas/14-pantallas-puestos-y-tareas.md;Pantallas, puestos y tareas;Tareas > General;MAPEADO;Tareas;Tareas;;modulo-de-tareas/validador-retail
tareas/16-importacion-plantilla-de-tareas-tareas.md;Importación plantilla de tareas (Tareas);Tareas > General;SIN MAPEAR;Pendiente de revisión;;;Categoría legacy sin regla: administrador/administrar/importar-exportar/importar [administrador/administrar/importar-exportar/importar]
tareas/17-importar-clientes-tareas.md;Importar clientes (Tareas);Tareas > General;SIN MAPEAR;Pendiente de revisión;;;Categoría legacy sin regla: administrador/administrar/importar-exportar/importar [administrador/administrar/importar-exportar/importar]
tareas/2-como-imputar-tareas.md;Cómo imputar tareas;Tareas > Altas y bajas;MAPEADO;Tareas;Tareas;;modulo-de-tareas/trabajador-jobs
tareas/2-imputacion-de-tareas.md;Imputación de tareas;Tareas > General;MAPEADO;Tareas;Tareas;;modulo-de-tareas/6-imputacion-de-tareas  (⚠ varias categorías: revisar)
tareas/2-tareas.md;Tareas en aTurnos;Tareas > General;MAPEADO;Tareas;Tareas;;modulo-de-tareas/tareas-para-el-administrador/2-tareas
tareas/3-apartado-de-favoritos.md;Apartado de favoritos;Tareas > General;MAPEADO;Tareas;Tareas;;modulo-de-tareas/trabajador-jobs
tareas/3-cargar-demanda-desde-tareas.md;Cargar demanda desde tareas;Tareas > Turnos y patrones;MAPEADO;Planificación Avanzada/Automática;Demandas;;planificacion-automatica
tareas/3-favoritos.md;Favoritos;Tareas > General;MAPEADO;Tareas;Tareas;;modulo-de-tareas/7-favoritos  (⚠ varias categorías: revisar)
tareas/4-estadisticas-jobs.md;Estadísticas jobs;Tareas > General;MAPEADO;Tareas;Tareas;;modulo-de-tareas/trabajador-jobs
tareas/4-importacion-de-catalogos-de-tareas.md;Importación de catálogos de tareas;Tareas > General;MAPEADO;Tareas;Tareas;;modulo-de-tareas/administrador-jobs
tareas/7-configuracion-de-colas.md;Configuración de colas;Tareas > General;MAPEADO;Tareas;Tareas;;modulo-de-tareas/validador-retail
tareas/9-asignacion-de-tareas.md;Asignación de tareas;Tareas > Turnos y patrones;MAPEADO;Tareas;Tareas;;modulo-de-tareas/validador-retail
tareas/crear-empezar-y-finalizar-tareas.md;Crear, empezar y finalizar tareas;Tareas > General;SIN MAPEAR;Pendiente de revisión;;;Ya está en App móvil (posible duplicado) [app/administrador-app]
